"","Supply.Site","Store","System.Date","SKU","DC.to.Store.Lead.Time..in.Days.","Stock.Transfer.Schedule.at.Store..in.Days.","AVAILABLE.STOCK..Units.","STOCK.VALUE..INR.","Stock.in.Transit","STO.count.in.last.two.weeks","Total.STO.qty.raised.in.last.2.weeks","Fill.rate.at.Stores.for.last.2.weeks...Rolling.Average","DC.to.Store.Fill.Rate.On.Time...Rolling.Average","Last.Good.Receipt.Note..GRN..date.at.Store","Last.GRN.qty.at.Store","Days.since.last.GRN.at.Store","Daily.SALES.QTY...Rolling.Average.for.Last.Month","Daily.SALES.VALUE...Rolling.Average.for.Last.Month","Actual.Sale.in.Last.2.weeks..Total.","Retail.Price","Lead.Time..in.Days.","Diff_lead_time","daily_sales_last_month"
"607","DC - Kolkata Metropolitan Area","Kolkata Depot","5/18/2016","Natural Sour Apple Cocktail 3.2 litres",6,5,198,"17,820.00",19,1,14,"96%","91%","5/16/2016",12,2,218,"19,620.00","302,148.00","90",3,3,"196-225"
"608","DC - Kolkata Metropolitan Area","Kolkata Depot","5/17/2016","Natural Sour Apple Cocktail 3.2 litres",5,12,49,"4,410.00",19,1,14,"100%","90%","5/15/2016",11,2,249,"22,410.00","250,992.00","90",3,2,"226-255"
"609","DC - Kolkata Metropolitan Area","Kolkata Depot","5/16/2016","Natural Sour Apple Cocktail 3.2 litres",4,8,164,"14,760.00",19,1,14,"100%","98%","5/14/2016",13,2,244,"21,960.00","399,672.00","90",3,1,"226-255"
"610","DC - Kolkata Metropolitan Area","Kolkata Depot","5/15/2016","Natural Sour Apple Cocktail 3.2 litres",6,15,159,"14,310.00",19,1,14,"100%","91%","5/13/2016",14,2,206,"18,540.00","285,516.00","90",3,3,"196-225"
"611","DC - Kolkata Metropolitan Area","Kolkata Depot","5/14/2016","Natural Sour Apple Cocktail 3.2 litres",4,9,187,"16,830.00",19,1,14,"96%","90%","5/12/2016",13,2,230,"20,700.00","318,780.00","90",3,1,"226-255"
"612","DC - Kolkata Metropolitan Area","Kolkata Depot","5/13/2016","Natural Sour Apple Cocktail 3.2 litres",6,11,52,"4,680.00",19,1,14,"97%","90%","5/11/2016",12,2,205,"18,450.00","335,790.00","90",3,3,"196-225"
"613","DC - Kolkata Metropolitan Area","Kolkata Depot","5/12/2016","Natural Sour Apple Cocktail 3.2 litres",3,7,210,"18,900.00",19,1,14,"97%","99%","5/10/2016",11,2,245,"22,050.00","370,440.00","90",3,0,"226-255"
"614","DC - Kolkata Metropolitan Area","Kolkata Depot","5/11/2016","Natural Sour Apple Cocktail 3.2 litres",3,5,190,"17,100.00",19,1,14,"96%","98%","5/9/2016",13,2,239,"21,510.00","391,482.00","90",3,0,"226-255"
"615","DC - Kolkata Metropolitan Area","Kolkata Depot","5/10/2016","Natural Sour Apple Cocktail 3.2 litres",4,12,204,"18,360.00",19,1,14,"98%","95%","5/8/2016",13,2,222,"19,980.00","251,748.00","90",3,1,"196-225"
"616","DC - Kolkata Metropolitan Area","Kolkata Depot","5/9/2016","Natural Sour Apple Cocktail 3.2 litres",7,14,46,"4,140.00",19,1,14,"99%","99%","5/7/2016",12,2,221,"19,890.00","250,614.00","90",3,4,"196-225"
"617","DC - Kolkata Metropolitan Area","Kolkata Depot","5/8/2016","Natural Sour Apple Cocktail 3.2 litres",6,8,53,"4,770.00",19,1,14,"96%","93%","5/6/2016",13,2,223,"20,070.00","309,078.00","90",3,3,"196-225"
"618","DC - Kolkata Metropolitan Area","Kolkata Depot","5/7/2016","Natural Sour Apple Cocktail 3.2 litres",4,9,113,"10,170.00",19,1,14,"100%","99%","5/5/2016",12,2,230,"20,700.00","347,760.00","90",3,1,"226-255"
"619","DC - Kolkata Metropolitan Area","Kolkata Depot","5/6/2016","Natural Sour Apple Cocktail 3.2 litres",4,7,129,"11,610.00",19,1,14,"97%","94%","5/4/2016",13,2,219,"19,710.00","303,534.00","90",3,1,"196-225"
"620","DC - Kolkata Metropolitan Area","Kolkata Depot","5/5/2016","Natural Sour Apple Cocktail 3.2 litres",3,13,53,"4,770.00",19,1,14,"96%","95%","5/3/2016",12,2,232,"20,880.00","233,856.00","90",3,0,"226-255"
"621","DC - Kolkata Metropolitan Area","Kolkata Depot","5/4/2016","Natural Sour Apple Cocktail 3.2 litres",6,5,116,"10,440.00",19,1,14,"100%","96%","5/2/2016",13,2,219,"19,710.00","220,752.00","90",3,3,"196-225"
"622","DC - Kolkata Metropolitan Area","Kolkata Depot","5/3/2016","Natural Sour Apple Cocktail 3.2 litres",4,5,170,"15,300.00",19,1,14,"100%","95%","5/1/2016",13,2,244,"21,960.00","338,184.00","90",3,1,"226-255"
"623","DC - Kolkata Metropolitan Area","Kolkata Depot","5/2/2016","Natural Sour Apple Cocktail 3.2 litres",7,9,63,"5,670.00",19,1,14,"96%","94%","4/30/2016",14,2,213,"19,170.00","295,218.00","90",3,4,"196-225"
"624","DC - Kolkata Metropolitan Area","Kolkata Depot","5/1/2016","Natural Sour Apple Cocktail 3.2 litres",5,12,114,"10,260.00",19,1,14,"97%","91%","4/29/2016",13,2,237,"21,330.00","298,620.00","90",3,2,"226-255"
"625","DC - Kolkata Metropolitan Area","Kolkata Depot","6/8/2016","Penne with Roasted Vegetables 4.5 kg",4,11,65,"39,000.00",55,4,208,"97%","94%","5/27/2016",171,12,230,"138,000.00","2,125,200.00","600",3,1,"226-255"
"626","DC - Kolkata Metropolitan Area","Kolkata Depot","6/7/2016","Penne with Roasted Vegetables 4.5 kg",5,14,58,"34,800.00",76,3,210,"99%","92%","6/5/2016",200,2,228,"136,800.00","2,106,720.00","600",3,2,"226-255"
"627","DC - Kolkata Metropolitan Area","Kolkata Depot","6/6/2016","Penne with Roasted Vegetables 4.5 kg",4,13,92,"55,200.00",43,3,111,"96%","98%","6/2/2016",109,4,215,"129,000.00","1,625,400.00","600",3,1,"196-225"
"628","DC - Kolkata Metropolitan Area","Kolkata Depot","6/5/2016","Penne with Roasted Vegetables 4.5 kg",7,13,50,"30,000.00",52,1,41,"99%","94%","5/23/2016",33,13,210,"126,000.00","1,940,400.00","600",3,4,"196-225"
"629","DC - Kolkata Metropolitan Area","Kolkata Depot","6/4/2016","Penne with Roasted Vegetables 4.5 kg",6,15,186,"111,600.00",62,3,165,"98%","91%","6/1/2016",153,3,232,"139,200.00","1,559,040.00","600",3,3,"226-255"
"630","DC - Kolkata Metropolitan Area","Kolkata Depot","6/3/2016","Penne with Roasted Vegetables 4.5 kg",6,11,0,"0",55,4,208,"8%","94%","5/22/2016",166,12,231,"138,600.00","2,328,480.00","600",3,3,"226-255"
"631","DC - Kolkata Metropolitan Area","Kolkata Depot","6/2/2016","Penne with Roasted Vegetables 4.5 kg",3,15,0,"0",55,4,208,"7%","99%","5/21/2016",198,12,218,"130,800.00","2,197,440.00","600",3,0,"196-225"
"632","DC - Kolkata Metropolitan Area","Kolkata Depot","6/1/2016","Penne with Roasted Vegetables 4.5 kg",4,11,0,"0",55,4,208,"9%","99%","5/20/2016",179,12,209,"125,400.00","1,931,160.00","600",3,1,"196-225"
"633","DC - Kolkata Metropolitan Area","Kolkata Depot","5/31/2016","Penne with Roasted Vegetables 4.5 kg",4,13,0,"0",55,4,208,"10%","94%","5/19/2016",181,12,214,"128,400.00","1,977,360.00","600",3,1,"196-225"
"634","DC - Kolkata Metropolitan Area","Kolkata Depot","5/30/2016","Penne with Roasted Vegetables 4.5 kg",7,13,0,"0",55,4,208,"7%","94%","5/18/2016",181,12,213,"127,800.00","1,610,280.00","600",3,4,"196-225"
"635","DC - Kolkata Metropolitan Area","Kolkata Depot","5/29/2016","Penne with Roasted Vegetables 4.5 kg",3,14,0,"0",55,4,208,"10%","97%","5/17/2016",166,12,246,"147,600.00","2,273,040.00","600",3,0,"226-255"
"636","DC - Kolkata Metropolitan Area","Kolkata Depot","5/28/2016","Penne with Roasted Vegetables 4.5 kg",5,9,0,"0",55,4,208,"7%","93%","5/16/2016",183,12,241,"144,600.00","1,821,960.00","600",3,2,"226-255"
"637","DC - Kolkata Metropolitan Area","Kolkata Depot","5/27/2016","Penne with Roasted Vegetables 4.5 kg",7,7,114,"68,400.00",55,4,208,"98%","90%","5/15/2016",183,12,215,"129,000.00","2,167,200.00","600",3,4,"196-225"
"638","DC - Kolkata Metropolitan Area","Kolkata Depot","5/26/2016","Penne with Roasted Vegetables 4.5 kg",4,14,108,"64,800.00",55,4,208,"98%","90%","5/14/2016",198,12,227,"136,200.00","1,525,440.00","600",3,1,"226-255"
"639","DC - Kolkata Metropolitan Area","Kolkata Depot","5/25/2016","Penne with Roasted Vegetables 4.5 kg",7,15,177,"106,200.00",55,4,208,"96%","96%","5/13/2016",193,12,217,"130,200.00","2,187,360.00","600",3,4,"196-225"
"640","DC - Kolkata Metropolitan Area","Kolkata Depot","5/24/2016","Penne with Roasted Vegetables 4.5 kg",4,14,114,"68,400.00",55,4,208,"96%","90%","5/12/2016",204,12,240,"144,000.00","1,612,800.00","600",3,1,"226-255"
"641","DC - Kolkata Metropolitan Area","Kolkata Depot","5/23/2016","Penne with Roasted Vegetables 4.5 kg",5,12,53,"31,800.00",55,4,208,"95%","90%","5/11/2016",206,12,207,"124,200.00","2,086,560.00","600",3,2,"196-225"
"642","DC - Kolkata Metropolitan Area","Kolkata Depot","5/22/2016","Penne with Roasted Vegetables 4.5 kg",5,8,42,"25,200.00",55,4,208,"100%","91%","5/10/2016",196,12,225,"135,000.00","2,079,000.00","600",3,2,"196-225"
"643","DC - Kolkata Metropolitan Area","Kolkata Depot","5/21/2016","Penne with Roasted Vegetables 4.5 kg",7,15,50,"30,000.00",55,4,208,"100%","90%","5/9/2016",179,12,207,"124,200.00","1,912,680.00","600",3,4,"196-225"
"644","DC - Kolkata Metropolitan Area","Kolkata Depot","5/20/2016","Penne with Roasted Vegetables 4.5 kg",7,11,109,"65,400.00",55,4,208,"100%","96%","5/8/2016",193,12,224,"134,400.00","1,693,440.00","600",3,4,"196-225"
"645","DC - Kolkata Metropolitan Area","Kolkata Depot","5/19/2016","Penne with Roasted Vegetables 4.5 kg",4,8,67,"40,200.00",55,4,208,"100%","93%","5/7/2016",171,12,215,"129,000.00","2,347,800.00","600",3,1,"196-225"
"646","DC - Kolkata Metropolitan Area","Kolkata Depot","5/18/2016","Penne with Roasted Vegetables 4.5 kg",4,12,201,"120,600.00",55,4,208,"96%","91%","5/6/2016",191,12,231,"138,600.00","2,134,440.00","600",3,1,"226-255"
"647","DC - Kolkata Metropolitan Area","Kolkata Depot","5/17/2016","Penne with Roasted Vegetables 4.5 kg",6,8,54,"32,400.00",55,4,208,"100%","91%","5/5/2016",175,12,230,"138,000.00","1,738,800.00","600",3,3,"226-255"
"648","DC - Kolkata Metropolitan Area","Kolkata Depot","5/16/2016","Penne with Roasted Vegetables 4.5 kg",6,11,136,"81,600.00",55,4,208,"98%","96%","5/4/2016",191,12,222,"133,200.00","2,237,760.00","600",3,3,"196-225"
"649","DC - Kolkata Metropolitan Area","Kolkata Depot","5/15/2016","Penne with Roasted Vegetables 4.5 kg",5,7,71,"42,600.00",55,4,208,"95%","92%","5/3/2016",189,12,219,"131,400.00","1,839,600.00","600",3,2,"196-225"
"650","DC - Kolkata Metropolitan Area","Kolkata Depot","5/14/2016","Penne with Roasted Vegetables 4.5 kg",5,13,0,"0",55,4,208,"7%","98%","5/2/2016",181,12,215,"129,000.00","1,986,600.00","600",3,2,"196-225"
"651","DC - Kolkata Metropolitan Area","Kolkata Depot","5/13/2016","Penne with Roasted Vegetables 4.5 kg",5,5,0,"0",55,4,208,"8%","99%","5/1/2016",185,12,225,"135,000.00","1,512,000.00","600",3,2,"196-225"
"652","DC - Kolkata Metropolitan Area","Kolkata Depot","5/12/2016","Penne with Roasted Vegetables 4.5 kg",7,10,0,"0",55,4,208,"6%","98%","4/30/2016",179,12,231,"138,600.00","1,746,360.00","600",3,4,"226-255"
"653","DC - Kolkata Metropolitan Area","Kolkata Depot","5/11/2016","Penne with Roasted Vegetables 4.5 kg",4,5,0,"0",55,4,208,"6%","95%","4/29/2016",171,12,212,"127,200.00","1,602,720.00","600",3,1,"196-225"
"654","DC - Kolkata Metropolitan Area","Kolkata Depot","5/10/2016","Penne with Roasted Vegetables 4.5 kg",5,8,0,"0",55,4,208,"9%","98%","4/28/2016",200,12,238,"142,800.00","1,799,280.00","600",3,2,"226-255"
"655","DC - Kolkata Metropolitan Area","Kolkata Depot","5/9/2016","Penne with Roasted Vegetables 4.5 kg",7,15,156,"93,600.00",55,4,208,"99%","91%","4/27/2016",168,12,226,"135,600.00","1,708,560.00","600",3,4,"226-255"
"656","DC - Kolkata Metropolitan Area","Kolkata Depot","5/8/2016","Penne with Roasted Vegetables 4.5 kg",6,10,141,"84,600.00",55,4,208,"98%","92%","4/26/2016",175,12,204,"122,400.00","1,542,240.00","600",3,3,"196-225"
"657","DC - Kolkata Metropolitan Area","Kolkata Depot","5/7/2016","Penne with Roasted Vegetables 4.5 kg",7,7,96,"57,600.00",55,4,208,"100%","95%","4/25/2016",200,12,215,"129,000.00","1,986,600.00","600",3,4,"196-225"
"658","DC - Kolkata Metropolitan Area","Kolkata Depot","5/6/2016","Penne with Roasted Vegetables 4.5 kg",5,8,78,"46,800.00",55,4,208,"100%","99%","4/24/2016",181,12,239,"143,400.00","2,208,360.00","600",3,2,"226-255"
"659","DC - Kolkata Metropolitan Area","Kolkata Depot","5/5/2016","Penne with Roasted Vegetables 4.5 kg",6,15,148,"88,800.00",55,4,208,"100%","93%","4/23/2016",193,12,216,"129,600.00","2,177,280.00","600",3,3,"196-225"
"660","DC - Kolkata Metropolitan Area","Kolkata Depot","5/4/2016","Penne with Roasted Vegetables 4.5 kg",6,10,198,"118,800.00",55,4,208,"96%","90%","4/22/2016",204,12,228,"136,800.00","1,532,160.00","600",3,3,"226-255"
"661","DC - Kolkata Metropolitan Area","Kolkata Depot","5/3/2016","Penne with Roasted Vegetables 4.5 kg",5,15,0,"0",55,4,208,"15%","99%","4/21/2016",191,12,217,"130,200.00","2,369,640.00","600",3,2,"196-225"
"662","DC - Kolkata Metropolitan Area","Kolkata Depot","5/2/2016","Penne with Roasted Vegetables 4.5 kg",5,5,0,"0",55,4,208,"15%","99%","4/20/2016",196,12,238,"142,800.00","2,199,120.00","600",3,2,"226-255"
"663","DC - Kolkata Metropolitan Area","Kolkata Depot","5/1/2016","Penne with Roasted Vegetables 4.5 kg",6,14,0,"0",55,4,208,"11%","95%","4/19/2016",191,12,230,"138,000.00","2,511,600.00","600",3,3,"226-255"
"664","DC - Kolkata Metropolitan Area","Kolkata Depot","6/8/2016","Pinapple Chunk 8 kg",5,9,79,"5,925.00",93,4,316,"96%","90%","5/29/2016",278,10,236,"17,700.00","322,140.00","75",3,2,"226-255"
"665","DC - Kolkata Metropolitan Area","Kolkata Depot","6/7/2016","Pinapple Chunk 8 kg",3,13,48,"3,600.00",13,3,33,"95%","97%","5/29/2016",27,9,231,"17,325.00","291,060.00","75",3,0,"226-255"
"666","DC - Kolkata Metropolitan Area","Kolkata Depot","6/6/2016","Pinapple Chunk 8 kg",4,5,65,"4,875.00",94,1,78,"98%","94%","5/31/2016",69,6,220,"16,500.00","254,100.00","75",3,1,"196-225"
"667","DC - Kolkata Metropolitan Area","Kolkata Depot","6/5/2016","Pinapple Chunk 8 kg",4,14,126,"9,450.00",15,1,12,"97%","93%","5/25/2016",10,11,211,"15,825.00","288,015.00","75",3,1,"196-225"
"668","DC - Kolkata Metropolitan Area","Kolkata Depot","6/4/2016","Pinapple Chunk 8 kg",6,5,197,"14,775.00",81,2,144,"98%","93%","6/2/2016",127,2,208,"15,600.00","283,920.00","75",3,3,"196-225"
"669","DC - Kolkata Metropolitan Area","Kolkata Depot","6/3/2016","Pinapple Chunk 8 kg",6,7,53,"3,975.00",93,4,316,"95%","93%","5/24/2016",284,10,230,"17,250.00","217,350.00","75",3,3,"226-255"
"670","DC - Kolkata Metropolitan Area","Kolkata Depot","6/2/2016","Pinapple Chunk 8 kg",4,8,47,"3,525.00",93,4,316,"96%","98%","5/23/2016",310,10,223,"16,725.00","234,150.00","75",3,1,"196-225"
"671","DC - Kolkata Metropolitan Area","Kolkata Depot","6/1/2016","Pinapple Chunk 8 kg",5,12,198,"14,850.00",93,4,316,"100%","90%","5/22/2016",275,10,215,"16,125.00","203,175.00","75",3,2,"196-225"
"672","DC - Kolkata Metropolitan Area","Kolkata Depot","5/31/2016","Pinapple Chunk 8 kg",7,12,151,"11,325.00",93,4,316,"96%","91%","5/21/2016",300,10,215,"16,125.00","203,175.00","75",3,4,"196-225"
"673","DC - Kolkata Metropolitan Area","Kolkata Depot","5/30/2016","Pinapple Chunk 8 kg",6,12,91,"6,825.00",93,4,316,"98%","99%","5/20/2016",256,10,234,"17,550.00","245,700.00","75",3,3,"226-255"
"674","DC - Kolkata Metropolitan Area","Kolkata Depot","5/29/2016","Pinapple Chunk 8 kg",3,6,203,"15,225.00",93,4,316,"100%","94%","5/19/2016",278,10,229,"17,175.00","264,495.00","75",3,0,"226-255"
"675","DC - Kolkata Metropolitan Area","Kolkata Depot","5/28/2016","Pinapple Chunk 8 kg",6,10,157,"11,775.00",93,4,316,"98%","97%","5/18/2016",294,10,215,"16,125.00","293,475.00","75",3,3,"196-225"
"676","DC - Kolkata Metropolitan Area","Kolkata Depot","5/27/2016","Pinapple Chunk 8 kg",5,11,167,"12,525.00",93,4,316,"100%","96%","5/17/2016",288,10,233,"17,475.00","293,580.00","75",3,2,"226-255"
"677","DC - Kolkata Metropolitan Area","Kolkata Depot","5/26/2016","Pinapple Chunk 8 kg",6,8,184,"13,800.00",93,4,316,"100%","94%","5/16/2016",265,10,226,"16,950.00","284,760.00","75",3,3,"226-255"
"678","DC - Kolkata Metropolitan Area","Kolkata Depot","5/25/2016","Pinapple Chunk 8 kg",3,12,169,"12,675.00",93,4,316,"95%","92%","5/15/2016",256,10,221,"16,575.00","208,845.00","75",3,0,"196-225"
"679","DC - Kolkata Metropolitan Area","Kolkata Depot","5/24/2016","Pinapple Chunk 8 kg",6,5,178,"13,350.00",93,4,316,"100%","98%","5/14/2016",253,10,247,"18,525.00","337,155.00","75",3,3,"226-255"
"680","DC - Kolkata Metropolitan Area","Kolkata Depot","5/23/2016","Pinapple Chunk 8 kg",6,10,0,"0",93,4,316,"14%","92%","5/13/2016",265,10,247,"18,525.00","259,350.00","75",3,3,"226-255"
"681","DC - Kolkata Metropolitan Area","Kolkata Depot","5/22/2016","Pinapple Chunk 8 kg",7,15,0,"0",93,4,316,"7%","92%","5/12/2016",269,10,231,"17,325.00","218,295.00","75",3,4,"226-255"
"682","DC - Kolkata Metropolitan Area","Kolkata Depot","5/21/2016","Pinapple Chunk 8 kg",7,15,0,"0",93,4,316,"10%","97%","5/11/2016",294,10,246,"18,450.00","284,130.00","75",3,4,"226-255"
"683","DC - Kolkata Metropolitan Area","Kolkata Depot","5/20/2016","Pinapple Chunk 8 kg",3,14,143,"10,725.00",93,4,316,"98%","96%","5/10/2016",259,10,220,"16,500.00","207,900.00","75",3,0,"196-225"
"684","DC - Kolkata Metropolitan Area","Kolkata Depot","5/19/2016","Pinapple Chunk 8 kg",6,14,67,"5,025.00",93,4,316,"99%","95%","5/9/2016",256,10,225,"16,875.00","236,250.00","75",3,3,"196-225"
"685","DC - Kolkata Metropolitan Area","Kolkata Depot","5/18/2016","Pinapple Chunk 8 kg",7,15,66,"4,950.00",93,4,316,"100%","91%","5/8/2016",253,10,238,"17,850.00","274,890.00","75",3,4,"226-255"
"686","DC - Kolkata Metropolitan Area","Kolkata Depot","5/17/2016","Pinapple Chunk 8 kg",7,10,133,"9,975.00",93,4,316,"99%","92%","5/7/2016",272,10,242,"18,150.00","279,510.00","75",3,4,"226-255"
"687","DC - Kolkata Metropolitan Area","Kolkata Depot","5/16/2016","Pinapple Chunk 8 kg",3,11,0,"0",93,4,316,"14%","95%","5/6/2016",272,10,245,"18,375.00","205,800.00","75",3,0,"226-255"
"688","DC - Kolkata Metropolitan Area","Kolkata Depot","5/15/2016","Pinapple Chunk 8 kg",4,14,0,"0",93,4,316,"10%","95%","5/5/2016",291,10,221,"16,575.00","278,460.00","75",3,1,"196-225"
"689","DC - Kolkata Metropolitan Area","Kolkata Depot","5/14/2016","Pinapple Chunk 8 kg",3,12,0,"0",93,4,316,"10%","97%","5/4/2016",288,10,217,"16,275.00","205,065.00","75",3,0,"196-225"
"690","DC - Kolkata Metropolitan Area","Kolkata Depot","5/13/2016","Pinapple Chunk 8 kg",7,6,0,"0",93,4,316,"6%","91%","5/3/2016",300,10,236,"17,700.00","297,360.00","75",3,4,"226-255"
"691","DC - Kolkata Metropolitan Area","Kolkata Depot","5/12/2016","Pinapple Chunk 8 kg",5,14,0,"0",93,4,316,"7%","96%","5/2/2016",262,10,207,"15,525.00","260,820.00","75",3,2,"196-225"
"692","DC - Kolkata Metropolitan Area","Kolkata Depot","5/11/2016","Pinapple Chunk 8 kg",3,10,48,"3,600.00",93,4,316,"100%","97%","5/1/2016",281,10,248,"18,600.00","208,320.00","75",3,0,"226-255"
"693","DC - Kolkata Metropolitan Area","Kolkata Depot","5/10/2016","Pinapple Chunk 8 kg",4,10,145,"10,875.00",93,4,316,"99%","95%","4/30/2016",253,10,231,"17,325.00","218,295.00","75",3,1,"226-255"
"694","DC - Kolkata Metropolitan Area","Kolkata Depot","5/9/2016","Pinapple Chunk 8 kg",5,11,125,"9,375.00",93,4,316,"100%","95%","4/29/2016",288,10,249,"18,675.00","235,305.00","75",3,2,"226-255"
"695","DC - Kolkata Metropolitan Area","Kolkata Depot","5/8/2016","Pinapple Chunk 8 kg",5,7,202,"15,150.00",93,4,316,"100%","98%","4/28/2016",288,10,213,"15,975.00","290,745.00","75",3,2,"196-225"
"696","DC - Kolkata Metropolitan Area","Kolkata Depot","5/7/2016","Pinapple Chunk 8 kg",4,8,201,"15,075.00",93,4,316,"96%","98%","4/27/2016",291,10,249,"18,675.00","261,450.00","75",3,1,"226-255"
"697","DC - Kolkata Metropolitan Area","Kolkata Depot","5/6/2016","Pinapple Chunk 8 kg",5,13,186,"13,950.00",93,4,316,"99%","98%","4/26/2016",281,10,207,"15,525.00","260,820.00","75",3,2,"196-225"
"698","DC - Kolkata Metropolitan Area","Kolkata Depot","5/5/2016","Pinapple Chunk 8 kg",7,10,0,"0",93,4,316,"7%","96%","4/25/2016",256,10,200,"15,000.00","210,000.00","75",3,4,"196-225"
"699","DC - Kolkata Metropolitan Area","Kolkata Depot","5/4/2016","Pinapple Chunk 8 kg",7,15,0,"0",93,4,316,"13%","99%","4/24/2016",307,10,248,"18,600.00","286,440.00","75",3,4,"226-255"
"700","DC - Kolkata Metropolitan Area","Kolkata Depot","5/3/2016","Pinapple Chunk 8 kg",6,13,0,"0",93,4,316,"13%","99%","4/23/2016",303,10,234,"17,550.00","294,840.00","75",3,3,"226-255"
"701","DC - Kolkata Metropolitan Area","Kolkata Depot","5/2/2016","Pinapple Chunk 8 kg",5,8,44,"3,300.00",93,4,316,"96%","93%","4/22/2016",278,10,250,"18,750.00","262,500.00","75",3,2,"226-255"
"702","DC - Kolkata Metropolitan Area","Kolkata Depot","5/1/2016","Pinapple Chunk 8 kg",7,7,83,"6,225.00",93,4,316,"95%","94%","4/21/2016",297,10,216,"16,200.00","272,160.00","75",3,4,"196-225"
"703","DC - Kolkata Metropolitan Area","Kolkata Depot","6/8/2016","Sugar 5 kg",7,15,202,"40,400.00",81,1,75,"98%","90%","5/31/2016",67,8,240,"48,000.00","806,400.00","200",3,4,"226-255"
"704","DC - Kolkata Metropolitan Area","Kolkata Depot","6/7/2016","Sugar 5 kg",5,14,0,"0",64,4,220,"11%","94%","5/29/2016",202,9,245,"49,000.00","548,800.00","200",3,2,"226-255"
"705","DC - Kolkata Metropolitan Area","Kolkata Depot","6/6/2016","Sugar 5 kg",7,5,0,"0",95,5,380,"11%","93%","6/2/2016",323,4,220,"44,000.00","492,800.00","200",3,4,"196-225"
"706","DC - Kolkata Metropolitan Area","Kolkata Depot","6/5/2016","Sugar 5 kg",6,7,105,"21,000.00",82,5,385,"100%","93%","5/28/2016",347,8,214,"42,800.00","539,280.00","200",3,3,"196-225"
"707","DC - Kolkata Metropolitan Area","Kolkata Depot","6/4/2016","Sugar 5 kg",4,13,89,"17,800.00",22,5,80,"97%","98%","5/23/2016",67,12,245,"49,000.00","686,000.00","200",3,1,"226-255"
"708","DC - Kolkata Metropolitan Area","Kolkata Depot","6/3/2016","Sugar 5 kg",5,10,79,"15,800.00",81,1,75,"96%","96%","5/26/2016",71,8,208,"41,600.00","582,400.00","200",3,2,"196-225"
"709","DC - Kolkata Metropolitan Area","Kolkata Depot","6/2/2016","Sugar 5 kg",5,14,125,"25,000.00",81,1,75,"98%","99%","5/25/2016",60,8,215,"43,000.00","481,600.00","200",3,2,"196-225"
"710","DC - Kolkata Metropolitan Area","Kolkata Depot","6/1/2016","Sugar 5 kg",3,5,0,"0",81,1,75,"5%","99%","5/24/2016",65,8,248,"49,600.00","624,960.00","200",3,0,"226-255"
"711","DC - Kolkata Metropolitan Area","Kolkata Depot","5/31/2016","Sugar 5 kg",7,14,0,"0",81,1,75,"13%","96%","5/23/2016",65,8,233,"46,600.00","521,920.00","200",3,4,"226-255"
"712","DC - Kolkata Metropolitan Area","Kolkata Depot","5/30/2016","Sugar 5 kg",3,15,0,"0",81,1,75,"11%","98%","5/22/2016",60,8,224,"44,800.00","815,360.00","200",3,0,"196-225"
"713","DC - Kolkata Metropolitan Area","Kolkata Depot","5/29/2016","Sugar 5 kg",3,13,0,"0",81,1,75,"8%","98%","5/21/2016",68,8,234,"46,800.00","786,240.00","200",3,0,"226-255"
"714","DC - Kolkata Metropolitan Area","Kolkata Depot","5/28/2016","Sugar 5 kg",4,7,79,"15,800.00",81,1,75,"99%","97%","5/20/2016",74,8,243,"48,600.00","884,520.00","200",3,1,"226-255"
"715","DC - Kolkata Metropolitan Area","Kolkata Depot","5/27/2016","Sugar 5 kg",6,13,165,"33,000.00",81,1,75,"95%","94%","5/19/2016",68,8,227,"45,400.00","635,600.00","200",3,3,"226-255"
"716","DC - Kolkata Metropolitan Area","Kolkata Depot","5/26/2016","Sugar 5 kg",4,12,0,"0",81,1,75,"7%","96%","5/18/2016",60,8,250,"50,000.00","560,000.00","200",3,1,"226-255"
"717","DC - Kolkata Metropolitan Area","Kolkata Depot","5/25/2016","Sugar 5 kg",3,9,0,"0",81,1,75,"5%","90%","5/17/2016",60,8,213,"42,600.00","715,680.00","200",3,0,"196-225"
"718","DC - Kolkata Metropolitan Area","Kolkata Depot","5/24/2016","Sugar 5 kg",7,6,0,"0",81,1,75,"10%","93%","5/16/2016",60,8,241,"48,200.00","674,800.00","200",3,4,"226-255"
"719","DC - Kolkata Metropolitan Area","Kolkata Depot","5/23/2016","Sugar 5 kg",6,13,170,"34,000.00",81,1,75,"96%","96%","5/15/2016",74,8,230,"46,000.00","772,800.00","200",3,3,"226-255"
"720","DC - Kolkata Metropolitan Area","Kolkata Depot","5/22/2016","Sugar 5 kg",6,11,173,"34,600.00",81,1,75,"99%","99%","5/14/2016",65,8,215,"43,000.00","722,400.00","200",3,3,"196-225"
"721","DC - Kolkata Metropolitan Area","Kolkata Depot","5/21/2016","Sugar 5 kg",7,9,94,"18,800.00",81,1,75,"98%","90%","5/13/2016",67,8,205,"41,000.00","746,200.00","200",3,4,"196-225"
"722","DC - Kolkata Metropolitan Area","Kolkata Depot","5/20/2016","Sugar 5 kg",6,9,129,"25,800.00",81,1,75,"98%","98%","5/12/2016",68,8,237,"47,400.00","530,880.00","200",3,3,"226-255"
