System Date,Purchase Category,SKU,Store,Supply Site,Vendor,DC to Store Lead Time (in Days),Stock Transfer Schedule at Store (in Days),AVAILABLE STOCK (Units),UoM,STOCK VALUE (INR),Stock in Transit,STO count in last two weeks,Total STO qty raised in last 2 weeks,Fill rate at Stores for last 2 weeks - Rolling Average,DC to Store Fill Rate On Time - Rolling Average,Last Good Receipt Note (GRN) date at Store,Last GRN qty at Store,Days since last GRN at Store,Daily SALES QTY - Rolling Average for Last Month,Daily SALES VALUE - Rolling Average for Last Month,Actual Sale in Last 2 weeks (Total),Retail Price
5/3/2016,Wine & Liquor,Vintage 12 Yr Old 700ml,Hugli Depot,DC - Kolkata Metropolitan Area,The 18th Century Blenders,26,6,134,ml,"155,440.00",14,1,11,99%,90%,5/1/2016,10,2,112,"129,920.00","2,000,768.00","1,160.00"
5/2/2016,Wine & Liquor,Vintage 12 Yr Old 700ml,Hugli Depot,DC - Kolkata Metropolitan Area,The 18th Century Blenders,20,11,187,ml,"216,920.00",14,1,11,99%,99%,4/30/2016,9,2,107,"124,120.00","1,390,144.00","1,160.00"
5/1/2016,Wine & Liquor,Vintage 12 Yr Old 700ml,Hugli Depot,DC - Kolkata Metropolitan Area,The 18th Century Blenders,20,13,63,ml,"73,080.00",14,1,11,97%,94%,4/29/2016,10,2,103,"119,480.00","1,338,176.00","1,160.00"
6/8/2016,Beverages,Natural Sour Apple Cocktail 3.2 litres,Kolkata Depot,DC - Kolkata Metropolitan Area,Tasty Fresh Juices,4,13,45,Litres,"4,050.00",19,1,14,98%,94%,6/6/2016,13,2,215,"19,350.00","325,080.00",90
6/7/2016,Beverages,Natural Sour Apple Cocktail 3.2 litres,Kolkata Depot,DC - Kolkata Metropolitan Area,Tasty Fresh Juices,7,14,46,Litres,"4,140.00",72,3,174,96%,91%,6/5/2016,150,2,209,"18,810.00","289,674.00",90
6/6/2016,Beverages,Natural Sour Apple Cocktail 3.2 litres,Kolkata Depot,DC - Kolkata Metropolitan Area,Tasty Fresh Juices,3,14,57,Litres,"5,130.00",80,4,264,100%,92%,5/24/2016,235,13,230,"20,700.00","376,740.00",90
6/5/2016,Beverages,Natural Sour Apple Cocktail 3.2 litres,Kolkata Depot,DC - Kolkata Metropolitan Area,Tasty Fresh Juices,4,14,181,Litres,"16,290.00",28,5,130,97%,94%,6/1/2016,109,4,250,"22,500.00","409,500.00",90
6/4/2016,Beverages,Natural Sour Apple Cocktail 3.2 litres,Kolkata Depot,DC - Kolkata Metropolitan Area,Tasty Fresh Juices,3,5,51,Litres,"4,590.00",67,5,260,99%,94%,5/27/2016,231,8,216,"19,440.00","299,376.00",90
6/3/2016,Beverages,Natural Sour Apple Cocktail 3.2 litres,Kolkata Depot,DC - Kolkata Metropolitan Area,Tasty Fresh Juices,5,8,101,Litres,"9,090.00",19,1,14,100%,95%,6/1/2016,13,2,216,"19,440.00","217,728.00",90
6/2/2016,Beverages,Natural Sour Apple Cocktail 3.2 litres,Kolkata Depot,DC - Kolkata Metropolitan Area,Tasty Fresh Juices,5,5,52,Litres,"4,680.00",19,1,14,95%,91%,5/31/2016,12,2,245,"22,050.00","339,570.00",90
6/1/2016,Beverages,Natural Sour Apple Cocktail 3.2 litres,Kolkata Depot,DC - Kolkata Metropolitan Area,Tasty Fresh Juices,3,6,120,Litres,"10,800.00",19,1,14,95%,96%,5/30/2016,12,2,232,"20,880.00","233,856.00",90
5/31/2016,Beverages,Natural Sour Apple Cocktail 3.2 litres,Kolkata Depot,DC - Kolkata Metropolitan Area,Tasty Fresh Juices,5,10,43,Litres,"3,870.00",19,1,14,97%,92%,5/29/2016,12,2,221,"19,890.00","250,614.00",90
5/30/2016,Beverages,Natural Sour Apple Cocktail 3.2 litres,Kolkata Depot,DC - Kolkata Metropolitan Area,Tasty Fresh Juices,7,7,97,Litres,"8,730.00",19,1,14,98%,94%,5/28/2016,13,2,216,"19,440.00","326,592.00",90
5/29/2016,Beverages,Natural Sour Apple Cocktail 3.2 litres,Kolkata Depot,DC - Kolkata Metropolitan Area,Tasty Fresh Juices,5,5,189,Litres,"17,010.00",19,1,14,100%,98%,5/27/2016,12,2,209,"18,810.00","316,008.00",90
5/28/2016,Beverages,Natural Sour Apple Cocktail 3.2 litres,Kolkata Depot,DC - Kolkata Metropolitan Area,Tasty Fresh Juices,4,14,193,Litres,"17,370.00",19,1,14,97%,95%,5/26/2016,13,2,222,"19,980.00","363,636.00",90
5/27/2016,Beverages,Natural Sour Apple Cocktail 3.2 litres,Kolkata Depot,DC - Kolkata Metropolitan Area,Tasty Fresh Juices,6,14,142,Litres,"12,780.00",19,1,14,100%,93%,5/25/2016,12,2,244,"21,960.00","338,184.00",90
5/26/2016,Beverages,Natural Sour Apple Cocktail 3.2 litres,Kolkata Depot,DC - Kolkata Metropolitan Area,Tasty Fresh Juices,5,10,148,Litres,"13,320.00",19,1,14,96%,91%,5/24/2016,14,2,224,"20,160.00","310,464.00",90
5/25/2016,Beverages,Natural Sour Apple Cocktail 3.2 litres,Kolkata Depot,DC - Kolkata Metropolitan Area,Tasty Fresh Juices,7,14,49,Litres,"4,410.00",19,1,14,95%,99%,5/23/2016,11,2,247,"22,230.00","280,098.00",90
5/24/2016,Beverages,Natural Sour Apple Cocktail 3.2 litres,Kolkata Depot,DC - Kolkata Metropolitan Area,Tasty Fresh Juices,7,15,49,Litres,"4,410.00",19,1,14,100%,99%,5/22/2016,12,2,243,"21,870.00","398,034.00",90
5/23/2016,Beverages,Natural Sour Apple Cocktail 3.2 litres,Kolkata Depot,DC - Kolkata Metropolitan Area,Tasty Fresh Juices,7,7,152,Litres,"13,680.00",19,1,14,99%,91%,5/21/2016,13,2,204,"18,360.00","231,336.00",90
5/22/2016,Beverages,Natural Sour Apple Cocktail 3.2 litres,Kolkata Depot,DC - Kolkata Metropolitan Area,Tasty Fresh Juices,6,9,109,Litres,"9,810.00",19,1,14,98%,93%,5/20/2016,12,2,245,"22,050.00","246,960.00",90
5/21/2016,Beverages,Natural Sour Apple Cocktail 3.2 litres,Kolkata Depot,DC - Kolkata Metropolitan Area,Tasty Fresh Juices,7,14,175,Litres,"15,750.00",19,1,14,99%,92%,5/19/2016,12,2,210,"18,900.00","291,060.00",90
5/20/2016,Beverages,Natural Sour Apple Cocktail 3.2 litres,Kolkata Depot,DC - Kolkata Metropolitan Area,Tasty Fresh Juices,3,8,71,Litres,"6,390.00",19,1,14,97%,90%,5/18/2016,13,2,233,"20,970.00","322,938.00",90
5/19/2016,Beverages,Natural Sour Apple Cocktail 3.2 litres,Kolkata Depot,DC - Kolkata Metropolitan Area,Tasty Fresh Juices,5,8,89,Litres,"8,010.00",19,1,14,98%,94%,5/17/2016,12,2,240,"21,600.00","393,120.00",90
5/18/2016,Beverages,Natural Sour Apple Cocktail 3.2 litres,Kolkata Depot,DC - Kolkata Metropolitan Area,Tasty Fresh Juices,6,5,198,Litres,"17,820.00",19,1,14,96%,91%,5/16/2016,12,2,218,"19,620.00","302,148.00",90
5/17/2016,Beverages,Natural Sour Apple Cocktail 3.2 litres,Kolkata Depot,DC - Kolkata Metropolitan Area,Tasty Fresh Juices,5,12,49,Litres,"4,410.00",19,1,14,100%,90%,5/15/2016,11,2,249,"22,410.00","250,992.00",90
5/16/2016,Beverages,Natural Sour Apple Cocktail 3.2 litres,Kolkata Depot,DC - Kolkata Metropolitan Area,Tasty Fresh Juices,4,8,164,Litres,"14,760.00",19,1,14,100%,98%,5/14/2016,13,2,244,"21,960.00","399,672.00",90
5/15/2016,Beverages,Natural Sour Apple Cocktail 3.2 litres,Kolkata Depot,DC - Kolkata Metropolitan Area,Tasty Fresh Juices,6,15,159,Litres,"14,310.00",19,1,14,100%,91%,5/13/2016,14,2,206,"18,540.00","285,516.00",90
5/14/2016,Beverages,Natural Sour Apple Cocktail 3.2 litres,Kolkata Depot,DC - Kolkata Metropolitan Area,Tasty Fresh Juices,4,9,187,Litres,"16,830.00",19,1,14,96%,90%,5/12/2016,13,2,230,"20,700.00","318,780.00",90
5/13/2016,Beverages,Natural Sour Apple Cocktail 3.2 litres,Kolkata Depot,DC - Kolkata Metropolitan Area,Tasty Fresh Juices,6,11,52,Litres,"4,680.00",19,1,14,97%,90%,5/11/2016,12,2,205,"18,450.00","335,790.00",90
5/12/2016,Beverages,Natural Sour Apple Cocktail 3.2 litres,Kolkata Depot,DC - Kolkata Metropolitan Area,Tasty Fresh Juices,3,7,210,Litres,"18,900.00",19,1,14,97%,99%,5/10/2016,11,2,245,"22,050.00","370,440.00",90
5/11/2016,Beverages,Natural Sour Apple Cocktail 3.2 litres,Kolkata Depot,DC - Kolkata Metropolitan Area,Tasty Fresh Juices,3,5,190,Litres,"17,100.00",19,1,14,96%,98%,5/9/2016,13,2,239,"21,510.00","391,482.00",90
5/10/2016,Beverages,Natural Sour Apple Cocktail 3.2 litres,Kolkata Depot,DC - Kolkata Metropolitan Area,Tasty Fresh Juices,4,12,204,Litres,"18,360.00",19,1,14,98%,95%,5/8/2016,13,2,222,"19,980.00","251,748.00",90
5/9/2016,Beverages,Natural Sour Apple Cocktail 3.2 litres,Kolkata Depot,DC - Kolkata Metropolitan Area,Tasty Fresh Juices,7,14,46,Litres,"4,140.00",19,1,14,99%,99%,5/7/2016,12,2,221,"19,890.00","250,614.00",90
5/8/2016,Beverages,Natural Sour Apple Cocktail 3.2 litres,Kolkata Depot,DC - Kolkata Metropolitan Area,Tasty Fresh Juices,6,8,53,Litres,"4,770.00",19,1,14,96%,93%,5/6/2016,13,2,223,"20,070.00","309,078.00",90
5/7/2016,Beverages,Natural Sour Apple Cocktail 3.2 litres,Kolkata Depot,DC - Kolkata Metropolitan Area,Tasty Fresh Juices,4,9,113,Litres,"10,170.00",19,1,14,100%,99%,5/5/2016,12,2,230,"20,700.00","347,760.00",90
5/6/2016,Beverages,Natural Sour Apple Cocktail 3.2 litres,Kolkata Depot,DC - Kolkata Metropolitan Area,Tasty Fresh Juices,4,7,129,Litres,"11,610.00",19,1,14,97%,94%,5/4/2016,13,2,219,"19,710.00","303,534.00",90
5/5/2016,Beverages,Natural Sour Apple Cocktail 3.2 litres,Kolkata Depot,DC - Kolkata Metropolitan Area,Tasty Fresh Juices,3,13,53,Litres,"4,770.00",19,1,14,96%,95%,5/3/2016,12,2,232,"20,880.00","233,856.00",90
5/4/2016,Beverages,Natural Sour Apple Cocktail 3.2 litres,Kolkata Depot,DC - Kolkata Metropolitan Area,Tasty Fresh Juices,6,5,116,Litres,"10,440.00",19,1,14,100%,96%,5/2/2016,13,2,219,"19,710.00","220,752.00",90
5/3/2016,Beverages,Natural Sour Apple Cocktail 3.2 litres,Kolkata Depot,DC - Kolkata Metropolitan Area,Tasty Fresh Juices,4,5,170,Litres,"15,300.00",19,1,14,100%,95%,5/1/2016,13,2,244,"21,960.00","338,184.00",90
5/2/2016,Beverages,Natural Sour Apple Cocktail 3.2 litres,Kolkata Depot,DC - Kolkata Metropolitan Area,Tasty Fresh Juices,7,9,63,Litres,"5,670.00",19,1,14,96%,94%,4/30/2016,14,2,213,"19,170.00","295,218.00",90
5/1/2016,Beverages,Natural Sour Apple Cocktail 3.2 litres,Kolkata Depot,DC - Kolkata Metropolitan Area,Tasty Fresh Juices,5,12,114,Litres,"10,260.00",19,1,14,97%,91%,4/29/2016,13,2,237,"21,330.00","298,620.00",90
6/8/2016,Packaged Food,Penne with Roasted Vegetables 4.5 kg,Kolkata Depot,DC - Kolkata Metropolitan Area,Quick & Easy Foods,4,11,65,Kgs,"39,000.00",55,4,208,97%,94%,5/27/2016,171,12,230,"138,000.00","2,125,200.00",600
6/7/2016,Packaged Food,Penne with Roasted Vegetables 4.5 kg,Kolkata Depot,DC - Kolkata Metropolitan Area,Quick & Easy Foods,5,14,58,Kgs,"34,800.00",76,3,210,99%,92%,6/5/2016,200,2,228,"136,800.00","2,106,720.00",600
6/6/2016,Packaged Food,Penne with Roasted Vegetables 4.5 kg,Kolkata Depot,DC - Kolkata Metropolitan Area,Quick & Easy Foods,4,13,92,Kgs,"55,200.00",43,3,111,96%,98%,6/2/2016,109,4,215,"129,000.00","1,625,400.00",600
6/5/2016,Packaged Food,Penne with Roasted Vegetables 4.5 kg,Kolkata Depot,DC - Kolkata Metropolitan Area,Quick & Easy Foods,7,13,50,Kgs,"30,000.00",52,1,41,99%,94%,5/23/2016,33,13,210,"126,000.00","1,940,400.00",600
6/4/2016,Packaged Food,Penne with Roasted Vegetables 4.5 kg,Kolkata Depot,DC - Kolkata Metropolitan Area,Quick & Easy Foods,6,15,186,Kgs,"111,600.00",62,3,165,98%,91%,6/1/2016,153,3,232,"139,200.00","1,559,040.00",600
6/3/2016,Packaged Food,Penne with Roasted Vegetables 4.5 kg,Kolkata Depot,DC - Kolkata Metropolitan Area,Quick & Easy Foods,6,11,0,Kgs,0,55,4,208,8%,94%,5/22/2016,166,12,231,"138,600.00","2,328,480.00",600
6/2/2016,Packaged Food,Penne with Roasted Vegetables 4.5 kg,Kolkata Depot,DC - Kolkata Metropolitan Area,Quick & Easy Foods,3,15,0,Kgs,0,55,4,208,7%,99%,5/21/2016,198,12,218,"130,800.00","2,197,440.00",600
6/1/2016,Packaged Food,Penne with Roasted Vegetables 4.5 kg,Kolkata Depot,DC - Kolkata Metropolitan Area,Quick & Easy Foods,4,11,0,Kgs,0,55,4,208,9%,99%,5/20/2016,179,12,209,"125,400.00","1,931,160.00",600
5/31/2016,Packaged Food,Penne with Roasted Vegetables 4.5 kg,Kolkata Depot,DC - Kolkata Metropolitan Area,Quick & Easy Foods,4,13,0,Kgs,0,55,4,208,10%,94%,5/19/2016,181,12,214,"128,400.00","1,977,360.00",600
5/30/2016,Packaged Food,Penne with Roasted Vegetables 4.5 kg,Kolkata Depot,DC - Kolkata Metropolitan Area,Quick & Easy Foods,7,13,0,Kgs,0,55,4,208,7%,94%,5/18/2016,181,12,213,"127,800.00","1,610,280.00",600
5/29/2016,Packaged Food,Penne with Roasted Vegetables 4.5 kg,Kolkata Depot,DC - Kolkata Metropolitan Area,Quick & Easy Foods,3,14,0,Kgs,0,55,4,208,10%,97%,5/17/2016,166,12,246,"147,600.00","2,273,040.00",600
5/28/2016,Packaged Food,Penne with Roasted Vegetables 4.5 kg,Kolkata Depot,DC - Kolkata Metropolitan Area,Quick & Easy Foods,5,9,0,Kgs,0,55,4,208,7%,93%,5/16/2016,183,12,241,"144,600.00","1,821,960.00",600
5/27/2016,Packaged Food,Penne with Roasted Vegetables 4.5 kg,Kolkata Depot,DC - Kolkata Metropolitan Area,Quick & Easy Foods,7,7,114,Kgs,"68,400.00",55,4,208,98%,90%,5/15/2016,183,12,215,"129,000.00","2,167,200.00",600
5/26/2016,Packaged Food,Penne with Roasted Vegetables 4.5 kg,Kolkata Depot,DC - Kolkata Metropolitan Area,Quick & Easy Foods,4,14,108,Kgs,"64,800.00",55,4,208,98%,90%,5/14/2016,198,12,227,"136,200.00","1,525,440.00",600
5/25/2016,Packaged Food,Penne with Roasted Vegetables 4.5 kg,Kolkata Depot,DC - Kolkata Metropolitan Area,Quick & Easy Foods,7,15,177,Kgs,"106,200.00",55,4,208,96%,96%,5/13/2016,193,12,217,"130,200.00","2,187,360.00",600
5/24/2016,Packaged Food,Penne with Roasted Vegetables 4.5 kg,Kolkata Depot,DC - Kolkata Metropolitan Area,Quick & Easy Foods,4,14,114,Kgs,"68,400.00",55,4,208,96%,90%,5/12/2016,204,12,240,"144,000.00","1,612,800.00",600
5/23/2016,Packaged Food,Penne with Roasted Vegetables 4.5 kg,Kolkata Depot,DC - Kolkata Metropolitan Area,Quick & Easy Foods,5,12,53,Kgs,"31,800.00",55,4,208,95%,90%,5/11/2016,206,12,207,"124,200.00","2,086,560.00",600
5/22/2016,Packaged Food,Penne with Roasted Vegetables 4.5 kg,Kolkata Depot,DC - Kolkata Metropolitan Area,Quick & Easy Foods,5,8,42,Kgs,"25,200.00",55,4,208,100%,91%,5/10/2016,196,12,225,"135,000.00","2,079,000.00",600
5/21/2016,Packaged Food,Penne with Roasted Vegetables 4.5 kg,Kolkata Depot,DC - Kolkata Metropolitan Area,Quick & Easy Foods,7,15,50,Kgs,"30,000.00",55,4,208,100%,90%,5/9/2016,179,12,207,"124,200.00","1,912,680.00",600
5/20/2016,Packaged Food,Penne with Roasted Vegetables 4.5 kg,Kolkata Depot,DC - Kolkata Metropolitan Area,Quick & Easy Foods,7,11,109,Kgs,"65,400.00",55,4,208,100%,96%,5/8/2016,193,12,224,"134,400.00","1,693,440.00",600
5/19/2016,Packaged Food,Penne with Roasted Vegetables 4.5 kg,Kolkata Depot,DC - Kolkata Metropolitan Area,Quick & Easy Foods,4,8,67,Kgs,"40,200.00",55,4,208,100%,93%,5/7/2016,171,12,215,"129,000.00","2,347,800.00",600
5/18/2016,Packaged Food,Penne with Roasted Vegetables 4.5 kg,Kolkata Depot,DC - Kolkata Metropolitan Area,Quick & Easy Foods,4,12,201,Kgs,"120,600.00",55,4,208,96%,91%,5/6/2016,191,12,231,"138,600.00","2,134,440.00",600
5/17/2016,Packaged Food,Penne with Roasted Vegetables 4.5 kg,Kolkata Depot,DC - Kolkata Metropolitan Area,Quick & Easy Foods,6,8,54,Kgs,"32,400.00",55,4,208,100%,91%,5/5/2016,175,12,230,"138,000.00","1,738,800.00",600
5/16/2016,Packaged Food,Penne with Roasted Vegetables 4.5 kg,Kolkata Depot,DC - Kolkata Metropolitan Area,Quick & Easy Foods,6,11,136,Kgs,"81,600.00",55,4,208,98%,96%,5/4/2016,191,12,222,"133,200.00","2,237,760.00",600
5/15/2016,Packaged Food,Penne with Roasted Vegetables 4.5 kg,Kolkata Depot,DC - Kolkata Metropolitan Area,Quick & Easy Foods,5,7,71,Kgs,"42,600.00",55,4,208,95%,92%,5/3/2016,189,12,219,"131,400.00","1,839,600.00",600
5/14/2016,Packaged Food,Penne with Roasted Vegetables 4.5 kg,Kolkata Depot,DC - Kolkata Metropolitan Area,Quick & Easy Foods,5,13,0,Kgs,0,55,4,208,7%,98%,5/2/2016,181,12,215,"129,000.00","1,986,600.00",600
5/13/2016,Packaged Food,Penne with Roasted Vegetables 4.5 kg,Kolkata Depot,DC - Kolkata Metropolitan Area,Quick & Easy Foods,5,5,0,Kgs,0,55,4,208,8%,99%,5/1/2016,185,12,225,"135,000.00","1,512,000.00",600
5/12/2016,Packaged Food,Penne with Roasted Vegetables 4.5 kg,Kolkata Depot,DC - Kolkata Metropolitan Area,Quick & Easy Foods,7,10,0,Kgs,0,55,4,208,6%,98%,4/30/2016,179,12,231,"138,600.00","1,746,360.00",600
5/11/2016,Packaged Food,Penne with Roasted Vegetables 4.5 kg,Kolkata Depot,DC - Kolkata Metropolitan Area,Quick & Easy Foods,4,5,0,Kgs,0,55,4,208,6%,95%,4/29/2016,171,12,212,"127,200.00","1,602,720.00",600
5/10/2016,Packaged Food,Penne with Roasted Vegetables 4.5 kg,Kolkata Depot,DC - Kolkata Metropolitan Area,Quick & Easy Foods,5,8,0,Kgs,0,55,4,208,9%,98%,4/28/2016,200,12,238,"142,800.00","1,799,280.00",600
5/9/2016,Packaged Food,Penne with Roasted Vegetables 4.5 kg,Kolkata Depot,DC - Kolkata Metropolitan Area,Quick & Easy Foods,7,15,156,Kgs,"93,600.00",55,4,208,99%,91%,4/27/2016,168,12,226,"135,600.00","1,708,560.00",600
5/8/2016,Packaged Food,Penne with Roasted Vegetables 4.5 kg,Kolkata Depot,DC - Kolkata Metropolitan Area,Quick & Easy Foods,6,10,141,Kgs,"84,600.00",55,4,208,98%,92%,4/26/2016,175,12,204,"122,400.00","1,542,240.00",600
5/7/2016,Packaged Food,Penne with Roasted Vegetables 4.5 kg,Kolkata Depot,DC - Kolkata Metropolitan Area,Quick & Easy Foods,7,7,96,Kgs,"57,600.00",55,4,208,100%,95%,4/25/2016,200,12,215,"129,000.00","1,986,600.00",600
5/6/2016,Packaged Food,Penne with Roasted Vegetables 4.5 kg,Kolkata Depot,DC - Kolkata Metropolitan Area,Quick & Easy Foods,5,8,78,Kgs,"46,800.00",55,4,208,100%,99%,4/24/2016,181,12,239,"143,400.00","2,208,360.00",600
5/5/2016,Packaged Food,Penne with Roasted Vegetables 4.5 kg,Kolkata Depot,DC - Kolkata Metropolitan Area,Quick & Easy Foods,6,15,148,Kgs,"88,800.00",55,4,208,100%,93%,4/23/2016,193,12,216,"129,600.00","2,177,280.00",600
5/4/2016,Packaged Food,Penne with Roasted Vegetables 4.5 kg,Kolkata Depot,DC - Kolkata Metropolitan Area,Quick & Easy Foods,6,10,198,Kgs,"118,800.00",55,4,208,96%,90%,4/22/2016,204,12,228,"136,800.00","1,532,160.00",600
5/3/2016,Packaged Food,Penne with Roasted Vegetables 4.5 kg,Kolkata Depot,DC - Kolkata Metropolitan Area,Quick & Easy Foods,5,15,0,Kgs,0,55,4,208,15%,99%,4/21/2016,191,12,217,"130,200.00","2,369,640.00",600
5/2/2016,Packaged Food,Penne with Roasted Vegetables 4.5 kg,Kolkata Depot,DC - Kolkata Metropolitan Area,Quick & Easy Foods,5,5,0,Kgs,0,55,4,208,15%,99%,4/20/2016,196,12,238,"142,800.00","2,199,120.00",600
5/1/2016,Packaged Food,Penne with Roasted Vegetables 4.5 kg,Kolkata Depot,DC - Kolkata Metropolitan Area,Quick & Easy Foods,6,14,0,Kgs,0,55,4,208,11%,95%,4/19/2016,191,12,230,"138,000.00","2,511,600.00",600
6/8/2016,Groceries,Pinapple Chunk 8 kg,Kolkata Depot,DC - Kolkata Metropolitan Area,ABC Vendor,5,9,79,Kgs,"5,925.00",93,4,316,96%,90%,5/29/2016,278,10,236,"17,700.00","322,140.00",75
6/7/2016,Groceries,Pinapple Chunk 8 kg,Kolkata Depot,DC - Kolkata Metropolitan Area,ABC Vendor,3,13,48,Kgs,"3,600.00",13,3,33,95%,97%,5/29/2016,27,9,231,"17,325.00","291,060.00",75
6/6/2016,Groceries,Pinapple Chunk 8 kg,Kolkata Depot,DC - Kolkata Metropolitan Area,ABC Vendor,4,5,65,Kgs,"4,875.00",94,1,78,98%,94%,5/31/2016,69,6,220,"16,500.00","254,100.00",75
6/5/2016,Groceries,Pinapple Chunk 8 kg,Kolkata Depot,DC - Kolkata Metropolitan Area,ABC Vendor,4,14,126,Kgs,"9,450.00",15,1,12,97%,93%,5/25/2016,10,11,211,"15,825.00","288,015.00",75
6/4/2016,Groceries,Pinapple Chunk 8 kg,Kolkata Depot,DC - Kolkata Metropolitan Area,ABC Vendor,6,5,197,Kgs,"14,775.00",81,2,144,98%,93%,6/2/2016,127,2,208,"15,600.00","283,920.00",75
6/3/2016,Groceries,Pinapple Chunk 8 kg,Kolkata Depot,DC - Kolkata Metropolitan Area,ABC Vendor,6,7,53,Kgs,"3,975.00",93,4,316,95%,93%,5/24/2016,284,10,230,"17,250.00","217,350.00",75
6/2/2016,Groceries,Pinapple Chunk 8 kg,Kolkata Depot,DC - Kolkata Metropolitan Area,ABC Vendor,4,8,47,Kgs,"3,525.00",93,4,316,96%,98%,5/23/2016,310,10,223,"16,725.00","234,150.00",75
6/1/2016,Groceries,Pinapple Chunk 8 kg,Kolkata Depot,DC - Kolkata Metropolitan Area,ABC Vendor,5,12,198,Kgs,"14,850.00",93,4,316,100%,90%,5/22/2016,275,10,215,"16,125.00","203,175.00",75
5/31/2016,Groceries,Pinapple Chunk 8 kg,Kolkata Depot,DC - Kolkata Metropolitan Area,ABC Vendor,7,12,151,Kgs,"11,325.00",93,4,316,96%,91%,5/21/2016,300,10,215,"16,125.00","203,175.00",75
5/30/2016,Groceries,Pinapple Chunk 8 kg,Kolkata Depot,DC - Kolkata Metropolitan Area,ABC Vendor,6,12,91,Kgs,"6,825.00",93,4,316,98%,99%,5/20/2016,256,10,234,"17,550.00","245,700.00",75
5/29/2016,Groceries,Pinapple Chunk 8 kg,Kolkata Depot,DC - Kolkata Metropolitan Area,ABC Vendor,3,6,203,Kgs,"15,225.00",93,4,316,100%,94%,5/19/2016,278,10,229,"17,175.00","264,495.00",75
5/28/2016,Groceries,Pinapple Chunk 8 kg,Kolkata Depot,DC - Kolkata Metropolitan Area,ABC Vendor,6,10,157,Kgs,"11,775.00",93,4,316,98%,97%,5/18/2016,294,10,215,"16,125.00","293,475.00",75
5/27/2016,Groceries,Pinapple Chunk 8 kg,Kolkata Depot,DC - Kolkata Metropolitan Area,ABC Vendor,5,11,167,Kgs,"12,525.00",93,4,316,100%,96%,5/17/2016,288,10,233,"17,475.00","293,580.00",75
5/26/2016,Groceries,Pinapple Chunk 8 kg,Kolkata Depot,DC - Kolkata Metropolitan Area,ABC Vendor,6,8,184,Kgs,"13,800.00",93,4,316,100%,94%,5/16/2016,265,10,226,"16,950.00","284,760.00",75
5/25/2016,Groceries,Pinapple Chunk 8 kg,Kolkata Depot,DC - Kolkata Metropolitan Area,ABC Vendor,3,12,169,Kgs,"12,675.00",93,4,316,95%,92%,5/15/2016,256,10,221,"16,575.00","208,845.00",75
5/24/2016,Groceries,Pinapple Chunk 8 kg,Kolkata Depot,DC - Kolkata Metropolitan Area,ABC Vendor,6,5,178,Kgs,"13,350.00",93,4,316,100%,98%,5/14/2016,253,10,247,"18,525.00","337,155.00",75
5/23/2016,Groceries,Pinapple Chunk 8 kg,Kolkata Depot,DC - Kolkata Metropolitan Area,ABC Vendor,6,10,0,Kgs,0,93,4,316,14%,92%,5/13/2016,265,10,247,"18,525.00","259,350.00",75
5/22/2016,Groceries,Pinapple Chunk 8 kg,Kolkata Depot,DC - Kolkata Metropolitan Area,ABC Vendor,7,15,0,Kgs,0,93,4,316,7%,92%,5/12/2016,269,10,231,"17,325.00","218,295.00",75
5/21/2016,Groceries,Pinapple Chunk 8 kg,Kolkata Depot,DC - Kolkata Metropolitan Area,ABC Vendor,7,15,0,Kgs,0,93,4,316,10%,97%,5/11/2016,294,10,246,"18,450.00","284,130.00",75
5/20/2016,Groceries,Pinapple Chunk 8 kg,Kolkata Depot,DC - Kolkata Metropolitan Area,ABC Vendor,3,14,143,Kgs,"10,725.00",93,4,316,98%,96%,5/10/2016,259,10,220,"16,500.00","207,900.00",75
5/19/2016,Groceries,Pinapple Chunk 8 kg,Kolkata Depot,DC - Kolkata Metropolitan Area,ABC Vendor,6,14,67,Kgs,"5,025.00",93,4,316,99%,95%,5/9/2016,256,10,225,"16,875.00","236,250.00",75
5/18/2016,Groceries,Pinapple Chunk 8 kg,Kolkata Depot,DC - Kolkata Metropolitan Area,ABC Vendor,7,15,66,Kgs,"4,950.00",93,4,316,100%,91%,5/8/2016,253,10,238,"17,850.00","274,890.00",75
5/17/2016,Groceries,Pinapple Chunk 8 kg,Kolkata Depot,DC - Kolkata Metropolitan Area,ABC Vendor,7,10,133,Kgs,"9,975.00",93,4,316,99%,92%,5/7/2016,272,10,242,"18,150.00","279,510.00",75
5/16/2016,Groceries,Pinapple Chunk 8 kg,Kolkata Depot,DC - Kolkata Metropolitan Area,ABC Vendor,3,11,0,Kgs,0,93,4,316,14%,95%,5/6/2016,272,10,245,"18,375.00","205,800.00",75
5/15/2016,Groceries,Pinapple Chunk 8 kg,Kolkata Depot,DC - Kolkata Metropolitan Area,ABC Vendor,4,14,0,Kgs,0,93,4,316,10%,95%,5/5/2016,291,10,221,"16,575.00","278,460.00",75
5/14/2016,Groceries,Pinapple Chunk 8 kg,Kolkata Depot,DC - Kolkata Metropolitan Area,ABC Vendor,3,12,0,Kgs,0,93,4,316,10%,97%,5/4/2016,288,10,217,"16,275.00","205,065.00",75
5/13/2016,Groceries,Pinapple Chunk 8 kg,Kolkata Depot,DC - Kolkata Metropolitan Area,ABC Vendor,7,6,0,Kgs,0,93,4,316,6%,91%,5/3/2016,300,10,236,"17,700.00","297,360.00",75
